document_number,posting_date,period,company_code,profit_center,cost_center,gl_account,amount,debit_credit,document_type,source
4900004533,2026-06-16,2026-06-01,3000,,CC100,640000,3117.15,D,SA,Payroll/AP
4900004534,2026-06-03,2026-06-01,1000,,CC200,600000,553299.53,D,SA,Payroll/AP
4900004535,2026-06-08,2026-06-01,1000,,CC200,600100,112954.58,D,SA,Payroll/AP
4900004536,2026-06-13,2026-06-01,1000,,CC200,600200,41849.85,D,SA,Payroll/AP
4900004537,2026-06-03,2026-06-01,1000,,CC200,630000,47456.97,D,SA,Payroll/AP
4900004538,2026-06-24,2026-06-01,1000,,CC200,640000,19620.15,D,SA,Payroll/AP
4900004539,2026-06-26,2026-06-01,1000,,CC200,620000,11941.51,D,SA,Payroll/AP
4900004540,2026-06-04,2026-06-01,1000,,CC200,660000,20092.09,D,SA,Payroll/AP
4900004541,2026-06-04,2026-06-01,2000,,CC200,600000,288951.94,D,SA,Payroll/AP
4900004542,2026-06-11,2026-06-01,2000,,CC200,600100,61333.08,D,SA,Payroll/AP
4900004543,2026-06-12,2026-06-01,2000,,CC200,600200,22336.44,D,SA,Payroll/AP
4900004544,2026-06-10,2026-06-01,2000,,CC200,630000,23964.98,D,SA,Payroll/AP
4900004545,2026-06-05,2026-06-01,2000,,CC200,640000,9710.59,D,SA,Payroll/AP
4900004546,2026-06-13,2026-06-01,2000,,CC200,620000,5400.44,D,SA,Payroll/AP
4900004547,2026-06-25,2026-06-01,2000,,CC200,660000,11301.99,D,SA,Payroll/AP
4900004548,2026-06-27,2026-06-01,3000,,CC200,600000,148253.36,D,SA,Payroll/AP
4900004549,2026-06-25,2026-06-01,3000,,CC200,600100,30839.61,D,SA,Payroll/AP
4900004550,2026-06-28,2026-06-01,3000,,CC200,600200,11468.52,D,SA,Payroll/AP
4900004551,2026-06-05,2026-06-01,3000,,CC200,630000,12987.69,D,SA,Payroll/AP
4900004552,2026-06-21,2026-06-01,3000,,CC200,640000,5562.0,D,SA,Payroll/AP
4900004553,2026-06-22,2026-06-01,3000,,CC200,620000,2981.98,D,SA,Payroll/AP
4900004554,2026-06-05,2026-06-01,3000,,CC200,660000,6035.52,D,SA,Payroll/AP
4900004555,2026-06-03,2026-06-01,1000,,CC300,600000,87899.54,D,SA,Payroll/AP
4900004556,2026-06-17,2026-06-01,1000,,CC300,600100,17816.49,D,SA,Payroll/AP
4900004557,2026-06-19,2026-06-01,1000,,CC300,600200,6610.54,D,SA,Payroll/AP
4900004558,2026-06-01,2026-06-01,1000,,CC300,650000,14424.38,D,SA,Payroll/AP
4900004559,2026-06-20,2026-06-01,1000,,CC300,630000,4795.89,D,SA,Payroll/AP
4900004560,2026-06-21,2026-06-01,1000,,CC300,640000,3567.14,D,SA,Payroll/AP
4900004561,2026-06-06,2026-06-01,1000,,CC300,660000,3469.58,D,SA,Payroll/AP
4900004562,2026-06-15,2026-06-01,2000,,CC300,600000,47837.23,D,SA,Payroll/AP
4900004563,2026-06-12,2026-06-01,2000,,CC300,600100,10114.91,D,SA,Payroll/AP
4900004564,2026-06-24,2026-06-01,2000,,CC300,600200,3653.56,D,SA,Payroll/AP
4900004565,2026-06-07,2026-06-01,2000,,CC300,650000,10104.26,D,SA,Payroll/AP
4900004566,2026-06-21,2026-06-01,2000,,CC300,630000,2449.99,D,SA,Payroll/AP
4900004567,2026-06-24,2026-06-01,2000,,CC300,640000,1732.42,D,SA,Payroll/AP
4900004568,2026-06-05,2026-06-01,2000,,CC300,660000,1899.29,D,SA,Payroll/AP
4900004569,2026-06-14,2026-06-01,3000,,CC300,600000,24176.78,D,SA,Payroll/AP
4900004570,2026-06-20,2026-06-01,3000,,CC300,600100,4954.16,D,SA,Payroll/AP
4900004571,2026-06-22,2026-06-01,3000,,CC300,600200,1847.64,D,SA,Payroll/AP
4900004572,2026-06-15,2026-06-01,3000,,CC300,650000,4594.13,D,SA,Payroll/AP
4900004573,2026-06-28,2026-06-01,3000,,CC300,630000,1523.47,D,SA,Payroll/AP
4900004574,2026-06-07,2026-06-01,3000,,CC300,640000,1031.55,D,SA,Payroll/AP
4900004575,2026-06-03,2026-06-01,3000,,CC300,660000,955.65,D,SA,Payroll/AP
4900004576,2026-06-04,2026-06-01,1000,,CC400,600000,155619.76,D,SA,Payroll/AP
4900004577,2026-06-05,2026-06-01,1000,,CC400,600100,32492.36,D,SA,Payroll/AP
4900004578,2026-06-25,2026-06-01,1000,,CC400,600200,12067.78,D,SA,Payroll/AP
4900004579,2026-06-04,2026-06-01,1000,,CC400,630000,9979.45,D,SA,Payroll/AP
4900004580,2026-06-19,2026-06-01,1000,,CC400,620000,3860.49,D,SA,Payroll/AP
4900004581,2026-06-24,2026-06-01,1000,,CC400,640000,5923.7,D,SA,Payroll/AP
4900004582,2026-06-13,2026-06-01,2000,,CC400,600000,79264.25,D,SA,Payroll/AP
4900004583,2026-06-12,2026-06-01,2000,,CC400,600100,17433.23,D,SA,Payroll/AP
4900004584,2026-06-14,2026-06-01,2000,,CC400,600200,6446.44,D,SA,Payroll/AP
4900004585,2026-06-11,2026-06-01,2000,,CC400,630000,6289.06,D,SA,Payroll/AP
4900004586,2026-06-26,2026-06-01,2000,,CC400,620000,2174.21,D,SA,Payroll/AP
4900004587,2026-06-05,2026-06-01,2000,,CC400,640000,2868.01,D,SA,Payroll/AP
4900004588,2026-06-08,2026-06-01,3000,,CC400,600000,41923.7,D,SA,Payroll/AP
4900004589,2026-06-09,2026-06-01,3000,,CC400,600100,8428.21,D,SA,Payroll/AP
4900004590,2026-06-21,2026-06-01,3000,,CC400,600200,3258.68,D,SA,Payroll/AP
4900004591,2026-06-03,2026-06-01,3000,,CC400,630000,2768.37,D,SA,Payroll/AP
4900004592,2026-06-08,2026-06-01,3000,,CC400,620000,1179.11,D,SA,Payroll/AP
4900004593,2026-06-18,2026-06-01,3000,,CC400,640000,1486.41,D,SA,Payroll/AP
4900004594,2026-06-20,2026-06-01,1000,,CC500,600000,103685.44,D,SA,Payroll/AP
4900004595,2026-06-20,2026-06-01,1000,,CC500,600100,20674.1,D,SA,Payroll/AP
4900004596,2026-06-24,2026-06-01,1000,,CC500,600200,8082.21,D,SA,Payroll/AP
4900004597,2026-06-20,2026-06-01,1000,,CC500,500000,489063.29,D,SA,Payroll/AP
4900004598,2026-06-10,2026-06-01,1000,,CC500,500100,209138.94,D,SA,Payroll/AP
4900004599,2026-06-25,2026-06-01,2000,,CC500,600000,56598.24,D,SA,Payroll/AP
4900004600,2026-06-23,2026-06-01,2000,,CC500,600100,11705.83,D,SA,Payroll/AP
4900004601,2026-06-01,2026-06-01,2000,,CC500,600200,4493.26,D,SA,Payroll/AP
4900004602,2026-06-28,2026-06-01,2000,,CC500,500000,246718.05,D,SA,Payroll/AP
4900004603,2026-06-28,2026-06-01,2000,,CC500,500100,110348.25,D,SA,Payroll/AP
4900004604,2026-06-22,2026-06-01,3000,,CC500,600000,28109.4,D,SA,Payroll/AP
4900004605,2026-06-10,2026-06-01,3000,,CC500,600100,5791.71,D,SA,Payroll/AP
4900004606,2026-06-07,2026-06-01,3000,,CC500,600200,2214.6,D,SA,Payroll/AP
4900004607,2026-06-17,2026-06-01,3000,,CC500,500000,143165.96,D,SA,Payroll/AP
4900004608,2026-06-20,2026-06-01,3000,,CC500,500100,53840.72,D,SA,Payroll/AP
4900004609,2026-07-17,2026-07-01,1000,,CC100,600000,278871.24,D,SA,Payroll/AP
4900004610,2026-07-07,2026-07-01,1000,,CC100,600100,57007.83,D,SA,Payroll/AP
4900004611,2026-07-24,2026-07-01,1000,,CC100,600200,21322.81,D,SA,Payroll/AP
4900004612,2026-07-13,2026-07-01,1000,,CC100,610000,129436.36,D,SA,Payroll/AP
4900004613,2026-07-10,2026-07-01,1000,,CC100,620000,15271.87,D,SA,Payroll/AP
4900004614,2026-07-21,2026-07-01,1000,,CC100,630000,16209.45,D,SA,Payroll/AP
4900004615,2026-07-02,2026-07-01,1000,,CC100,640000,10059.56,D,SA,Payroll/AP
4900004616,2026-07-26,2026-07-01,2000,,CC100,600000,154961.48,D,SA,Payroll/AP
4900004617,2026-07-26,2026-07-01,2000,,CC100,600100,30538.66,D,SA,Payroll/AP
4900004618,2026-07-08,2026-07-01,2000,,CC100,600200,11907.64,D,SA,Payroll/AP
4900004619,2026-07-16,2026-07-01,2000,,CC100,610000,73150.15,D,SA,Payroll/AP
4900004620,2026-07-13,2026-07-01,2000,,CC100,620000,10168.26,D,SA,Payroll/AP
4900004621,2026-07-04,2026-07-01,2000,,CC100,630000,7054.64,D,SA,Payroll/AP
4900004622,2026-07-08,2026-07-01,2000,,CC100,640000,6021.85,D,SA,Payroll/AP
4900004623,2026-07-16,2026-07-01,3000,,CC100,600000,74982.79,D,SA,Payroll/AP
4900004624,2026-07-21,2026-07-01,3000,,CC100,600100,15674.2,D,SA,Payroll/AP
4900004625,2026-07-20,2026-07-01,3000,,CC100,600200,6029.32,D,SA,Payroll/AP
4900004626,2026-07-03,2026-07-01,3000,,CC100,610000,37207.08,D,SA,Payroll/AP
4900004627,2026-07-17,2026-07-01,3000,,CC100,620000,4930.55,D,SA,Payroll/AP
4900004628,2026-07-01,2026-07-01,3000,,CC100,630000,3554.54,D,SA,Payroll/AP
4900004629,2026-07-12,2026-07-01,3000,,CC100,640000,3144.54,D,SA,Payroll/AP
4900004630,2026-07-11,2026-07-01,1000,,CC200,600000,552475.77,D,SA,Payroll/AP
4900004631,2026-07-05,2026-07-01,1000,,CC200,600100,108027.34,D,SA,Payroll/AP
4900004632,2026-07-13,2026-07-01,1000,,CC200,600200,43146.62,D,SA,Payroll/AP
4900004633,2026-07-28,2026-07-01,1000,,CC200,630000,49441.84,D,SA,Payroll/AP
4900004634,2026-07-27,2026-07-01,1000,,CC200,640000,23794.94,D,SA,Payroll/AP
4900004635,2026-07-19,2026-07-01,1000,,CC200,620000,9457.19,D,SA,Payroll/AP
4900004636,2026-07-14,2026-07-01,1000,,CC200,660000,17867.04,D,SA,Payroll/AP
4900004637,2026-07-12,2026-07-01,2000,,CC200,600000,302815.66,D,SA,Payroll/AP
4900004638,2026-07-18,2026-07-01,2000,,CC200,600100,62131.45,D,SA,Payroll/AP
4900004639,2026-07-22,2026-07-01,2000,,CC200,600200,22380.96,D,SA,Payroll/AP
4900004640,2026-07-06,2026-07-01,2000,,CC200,630000,24380.53,D,SA,Payroll/AP
4900004641,2026-07-25,2026-07-01,2000,,CC200,640000,14773.23,D,SA,Payroll/AP
4900004642,2026-07-16,2026-07-01,2000,,CC200,620000,5614.07,D,SA,Payroll/AP
4900004643,2026-07-25,2026-07-01,2000,,CC200,660000,12005.41,D,SA,Payroll/AP
4900004644,2026-07-03,2026-07-01,3000,,CC200,600000,149144.54,D,SA,Payroll/AP
4900004645,2026-07-01,2026-07-01,3000,,CC200,600100,29701.26,D,SA,Payroll/AP
4900004646,2026-07-19,2026-07-01,3000,,CC200,600200,11584.34,D,SA,Payroll/AP
4900004647,2026-07-03,2026-07-01,3000,,CC200,630000,13201.05,D,SA,Payroll/AP
4900004648,2026-07-01,2026-07-01,3000,,CC200,640000,5579.55,D,SA,Payroll/AP
4900004649,2026-07-09,2026-07-01,3000,,CC200,620000,2872.67,D,SA,Payroll/AP
4900004650,2026-07-07,2026-07-01,3000,,CC200,660000,5888.76,D,SA,Payroll/AP
4900004651,2026-07-02,2026-07-01,1000,,CC300,600000,86851.85,D,SA,Payroll/AP
4900004652,2026-07-02,2026-07-01,1000,,CC300,600100,17417.67,D,SA,Payroll/AP
4900004653,2026-07-26,2026-07-01,1000,,CC300,600200,6766.19,D,SA,Payroll/AP
4900004654,2026-07-13,2026-07-01,1000,,CC300,650000,13486.88,D,SA,Payroll/AP
4900004655,2026-07-17,2026-07-01,1000,,CC300,630000,3551.39,D,SA,Payroll/AP
4900004656,2026-07-10,2026-07-01,1000,,CC300,640000,3598.18,D,SA,Payroll/AP
4900004657,2026-07-21,2026-07-01,1000,,CC300,660000,3435.45,D,SA,Payroll/AP
4900004658,2026-07-23,2026-07-01,2000,,CC300,600000,47257.27,D,SA,Payroll/AP
4900004659,2026-07-17,2026-07-01,2000,,CC300,600100,9434.09,D,SA,Payroll/AP
4900004660,2026-07-25,2026-07-01,2000,,CC300,600200,3587.83,D,SA,Payroll/AP
4900004661,2026-07-14,2026-07-01,2000,,CC300,650000,8859.32,D,SA,Payroll/AP
4900004662,2026-07-14,2026-07-01,2000,,CC300,630000,2039.03,D,SA,Payroll/AP
4900004663,2026-07-23,2026-07-01,2000,,CC300,640000,1685.2,D,SA,Payroll/AP
4900004664,2026-07-13,2026-07-01,2000,,CC300,660000,1879.03,D,SA,Payroll/AP
4900004665,2026-07-03,2026-07-01,3000,,CC300,600000,24717.28,D,SA,Payroll/AP
4900004666,2026-07-21,2026-07-01,3000,,CC300,600100,4888.14,D,SA,Payroll/AP
4900004667,2026-07-18,2026-07-01,3000,,CC300,600200,1876.53,D,SA,Payroll/AP
4900004668,2026-07-18,2026-07-01,3000,,CC300,650000,3736.84,D,SA,Payroll/AP
4900004669,2026-07-20,2026-07-01,3000,,CC300,630000,1313.64,D,SA,Payroll/AP
4900004670,2026-07-05,2026-07-01,3000,,CC300,640000,849.97,D,SA,Payroll/AP
4900004671,2026-07-09,2026-07-01,3000,,CC300,660000,938.48,D,SA,Payroll/AP
4900004672,2026-07-03,2026-07-01,1000,,CC400,600000,156923.84,D,SA,Payroll/AP
4900004673,2026-07-10,2026-07-01,1000,,CC400,600100,33204.1,D,SA,Payroll/AP
4900004674,2026-07-03,2026-07-01,1000,,CC400,600200,11919.02,D,SA,Payroll/AP
4900004675,2026-07-17,2026-07-01,1000,,CC400,630000,10743.78,D,SA,Payroll/AP
4900004676,2026-07-07,2026-07-01,1000,,CC400,620000,3930.7,D,SA,Payroll/AP
4900004677,2026-07-26,2026-07-01,1000,,CC400,640000,5969.57,D,SA,Payroll/AP
4900004678,2026-07-05,2026-07-01,2000,,CC400,600000,85895.21,D,SA,Payroll/AP
4900004679,2026-07-18,2026-07-01,2000,,CC400,600100,17385.45,D,SA,Payroll/AP
4900004680,2026-07-11,2026-07-01,2000,,CC400,600200,6629.84,D,SA,Payroll/AP
4900004681,2026-07-13,2026-07-01,2000,,CC400,630000,5491.8,D,SA,Payroll/AP
4900004682,2026-07-19,2026-07-01,2000,,CC400,620000,2263.9,D,SA,Payroll/AP
4900004683,2026-07-21,2026-07-01,2000,,CC400,640000,3343.88,D,SA,Payroll/AP
4900004684,2026-07-25,2026-07-01,3000,,CC400,600000,43438.03,D,SA,Payroll/AP
4900004685,2026-07-27,2026-07-01,3000,,CC400,600100,8932.38,D,SA,Payroll/AP
4900004686,2026-07-21,2026-07-01,3000,,CC400,600200,3219.79,D,SA,Payroll/AP
4900004687,2026-07-22,2026-07-01,3000,,CC400,630000,2978.86,D,SA,Payroll/AP
4900004688,2026-07-21,2026-07-01,3000,,CC400,620000,966.24,D,SA,Payroll/AP
4900004689,2026-07-03,2026-07-01,3000,,CC400,640000,1741.12,D,SA,Payroll/AP
4900004690,2026-07-10,2026-07-01,1000,,CC500,600000,106888.93,D,SA,Payroll/AP
4900004691,2026-07-23,2026-07-01,1000,,CC500,600100,20829.61,D,SA,Payroll/AP
4900004692,2026-07-14,2026-07-01,1000,,CC500,600200,8136.66,D,SA,Payroll/AP
4900004693,2026-07-24,2026-07-01,1000,,CC500,500000,451562.32,D,SA,Payroll/AP
4900004694,2026-07-28,2026-07-01,1000,,CC500,500100,187633.11,D,SA,Payroll/AP
4900004695,2026-07-08,2026-07-01,2000,,CC500,600000,59145.14,D,SA,Payroll/AP
4900004696,2026-07-02,2026-07-01,2000,,CC500,600100,11658.74,D,SA,Payroll/AP
4900004697,2026-07-08,2026-07-01,2000,,CC500,600200,4358.5,D,SA,Payroll/AP
4900004698,2026-07-03,2026-07-01,2000,,CC500,500000,260369.34,D,SA,Payroll/AP
4900004699,2026-07-14,2026-07-01,2000,,CC500,500100,118341.36,D,SA,Payroll/AP
4900004700,2026-07-04,2026-07-01,3000,,CC500,600000,28713.05,D,SA,Payroll/AP
4900004701,2026-07-15,2026-07-01,3000,,CC500,600100,6044.37,D,SA,Payroll/AP
4900004702,2026-07-20,2026-07-01,3000,,CC500,600200,2238.49,D,SA,Payroll/AP
4900004703,2026-07-20,2026-07-01,3000,,CC500,500000,101062.7,D,SA,Payroll/AP
4900004704,2026-07-02,2026-07-01,3000,,CC500,500100,52442.39,D,SA,Payroll/AP
4900004705,2026-08-10,2026-08-01,1000,,CC100,600000,279304.77,D,SA,Payroll/AP
4900004706,2026-08-22,2026-08-01,1000,,CC100,600100,58499.92,D,SA,Payroll/AP
4900004707,2026-08-24,2026-08-01,1000,,CC100,600200,20588.45,D,SA,Payroll/AP
4900004708,2026-08-22,2026-08-01,1000,,CC100,610000,159062.93,D,SA,Payroll/AP
4900004709,2026-08-24,2026-08-01,1000,,CC100,620000,19069.19,D,SA,Payroll/AP
4900004710,2026-08-06,2026-08-01,1000,,CC100,630000,14701.76,D,SA,Payroll/AP
4900004711,2026-08-04,2026-08-01,1000,,CC100,640000,12148.3,D,SA,Payroll/AP
4900004712,2026-08-01,2026-08-01,2000,,CC100,600000,161140.62,D,SA,Payroll/AP
4900004713,2026-08-23,2026-08-01,2000,,CC100,600100,32124.36,D,SA,Payroll/AP
4900004714,2026-08-05,2026-08-01,2000,,CC100,600200,12065.12,D,SA,Payroll/AP
4900004715,2026-08-23,2026-08-01,2000,,CC100,610000,69971.87,D,SA,Payroll/AP
4900004716,2026-08-01,2026-08-01,2000,,CC100,620000,9727.39,D,SA,Payroll/AP
4900004717,2026-08-06,2026-08-01,2000,,CC100,630000,7518.05,D,SA,Payroll/AP
4900004718,2026-08-16,2026-08-01,2000,,CC100,640000,5431.14,D,SA,Payroll/AP
4900004719,2026-08-12,2026-08-01,3000,,CC100,600000,75905.33,D,SA,Payroll/AP
4900004720,2026-08-17,2026-08-01,3000,,CC100,600100,15360.82,D,SA,Payroll/AP
4900004721,2026-08-17,2026-08-01,3000,,CC100,600200,5911.23,D,SA,Payroll/AP
4900004722,2026-08-26,2026-08-01,3000,,CC100,610000,28716.67,D,SA,Payroll/AP
4900004723,2026-08-27,2026-08-01,3000,,CC100,620000,5027.7,D,SA,Payroll/AP
4900004724,2026-08-24,2026-08-01,3000,,CC100,630000,3932.47,D,SA,Payroll/AP
4900004725,2026-08-09,2026-08-01,3000,,CC100,640000,3003.6,D,SA,Payroll/AP
4900004726,2026-08-06,2026-08-01,1000,,CC200,600000,555199.92,D,SA,Payroll/AP
4900004727,2026-08-12,2026-08-01,1000,,CC200,600100,122171.25,D,SA,Payroll/AP
4900004728,2026-08-05,2026-08-01,1000,,CC200,600200,44332.38,D,SA,Payroll/AP
4900004729,2026-08-24,2026-08-01,1000,,CC200,630000,44084.99,D,SA,Payroll/AP
4900004730,2026-08-25,2026-08-01,1000,,CC200,640000,22081.7,D,SA,Payroll/AP
4900004731,2026-08-28,2026-08-01,1000,,CC200,620000,10133.58,D,SA,Payroll/AP
4900004732,2026-08-09,2026-08-01,1000,,CC200,660000,20484.6,D,SA,Payroll/AP
4900004733,2026-08-24,2026-08-01,2000,,CC200,600000,297926.39,D,SA,Payroll/AP
4900004734,2026-08-04,2026-08-01,2000,,CC200,600100,63338.96,D,SA,Payroll/AP
4900004735,2026-08-25,2026-08-01,2000,,CC200,600200,23227.64,D,SA,Payroll/AP
4900004736,2026-08-01,2026-08-01,2000,,CC200,630000,30132.25,D,SA,Payroll/AP
4900004737,2026-08-11,2026-08-01,2000,,CC200,640000,12944.38,D,SA,Payroll/AP
4900004738,2026-08-26,2026-08-01,2000,,CC200,620000,6695.98,D,SA,Payroll/AP
4900004739,2026-08-14,2026-08-01,2000,,CC200,660000,11272.46,D,SA,Payroll/AP
4900004740,2026-08-09,2026-08-01,3000,,CC200,600000,155070.71,D,SA,Payroll/AP
4900004741,2026-08-17,2026-08-01,3000,,CC200,600100,31908.37,D,SA,Payroll/AP
4900004742,2026-08-03,2026-08-01,3000,,CC200,600200,11704.12,D,SA,Payroll/AP
4900004743,2026-08-09,2026-08-01,3000,,CC200,630000,12721.61,D,SA,Payroll/AP
4900004744,2026-08-23,2026-08-01,3000,,CC200,640000,6859.01,D,SA,Payroll/AP
4900004745,2026-08-19,2026-08-01,3000,,CC200,620000,3021.25,D,SA,Payroll/AP
4900004746,2026-08-21,2026-08-01,3000,,CC200,660000,6095.96,D,SA,Payroll/AP
4900004747,2026-08-03,2026-08-01,1000,,CC300,600000,85862.81,D,SA,Payroll/AP
4900004748,2026-08-16,2026-08-01,1000,,CC300,600100,17470.62,D,SA,Payroll/AP
4900004749,2026-08-15,2026-08-01,1000,,CC300,600200,6638.76,D,SA,Payroll/AP
4900004750,2026-08-17,2026-08-01,1000,,CC300,650000,16579.89,D,SA,Payroll/AP
4900004751,2026-08-12,2026-08-01,1000,,CC300,630000,4000.39,D,SA,Payroll/AP
4900004752,2026-08-02,2026-08-01,1000,,CC300,640000,3354.31,D,SA,Payroll/AP
4900004753,2026-08-16,2026-08-01,1000,,CC300,660000,3074.15,D,SA,Payroll/AP
4900004754,2026-08-28,2026-08-01,2000,,CC300,600000,46349.84,D,SA,Payroll/AP
4900004755,2026-08-19,2026-08-01,2000,,CC300,600100,9856.02,D,SA,Payroll/AP
4900004756,2026-08-06,2026-08-01,2000,,CC300,600200,3691.11,D,SA,Payroll/AP
4900004757,2026-08-12,2026-08-01,2000,,CC300,650000,8760.37,D,SA,Payroll/AP
4900004758,2026-08-06,2026-08-01,2000,,CC300,630000,2183.92,D,SA,Payroll/AP
4900004759,2026-08-09,2026-08-01,2000,,CC300,640000,1636.18,D,SA,Payroll/AP
4900004760,2026-08-25,2026-08-01,2000,,CC300,660000,1789.5,D,SA,Payroll/AP
4900004761,2026-08-04,2026-08-01,3000,,CC300,600000,24392.67,D,SA,Payroll/AP
4900004762,2026-08-19,2026-08-01,3000,,CC300,600100,5031.66,D,SA,Payroll/AP
4900004763,2026-08-22,2026-08-01,3000,,CC300,600200,1834.08,D,SA,Payroll/AP
4900004764,2026-08-24,2026-08-01,3000,,CC300,650000,4096.99,D,SA,Payroll/AP
4900004765,2026-08-04,2026-08-01,3000,,CC300,630000,1268.06,D,SA,Payroll/AP
4900004766,2026-08-08,2026-08-01,3000,,CC300,640000,849.96,D,SA,Payroll/AP
4900004767,2026-08-24,2026-08-01,3000,,CC300,660000,902.24,D,SA,Payroll/AP
4900004768,2026-08-17,2026-08-01,1000,,CC400,600000,165112.69,D,SA,Payroll/AP
4900004769,2026-08-01,2026-08-01,1000,,CC400,600100,33540.54,D,SA,Payroll/AP
4900004770,2026-08-02,2026-08-01,1000,,CC400,600200,12412.12,D,SA,Payroll/AP
4900004771,2026-08-28,2026-08-01,1000,,CC400,630000,8999.4,D,SA,Payroll/AP
4900004772,2026-08-28,2026-08-01,1000,,CC400,620000,4211.53,D,SA,Payroll/AP
4900004773,2026-08-01,2026-08-01,1000,,CC400,640000,6843.93,D,SA,Payroll/AP
4900004774,2026-08-08,2026-08-01,2000,,CC400,600000,87140.22,D,SA,Payroll/AP
4900004775,2026-08-02,2026-08-01,2000,,CC400,600100,18496.9,D,SA,Payroll/AP
4900004776,2026-08-16,2026-08-01,2000,,CC400,600200,6928.45,D,SA,Payroll/AP
4900004777,2026-08-12,2026-08-01,2000,,CC400,630000,6564.58,D,SA,Payroll/AP
4900004778,2026-08-13,2026-08-01,2000,,CC400,620000,2320.0,D,SA,Payroll/AP
4900004779,2026-08-05,2026-08-01,2000,,CC400,640000,3575.27,D,SA,Payroll/AP
4900004780,2026-08-06,2026-08-01,3000,,CC400,600000,44780.44,D,SA,Payroll/AP
4900004781,2026-08-28,2026-08-01,3000,,CC400,600100,9013.0,D,SA,Payroll/AP
4900004782,2026-08-02,2026-08-01,3000,,CC400,600200,3316.32,D,SA,Payroll/AP
4900004783,2026-08-18,2026-08-01,3000,,CC400,630000,2666.37,D,SA,Payroll/AP
4900004784,2026-08-26,2026-08-01,3000,,CC400,620000,1143.27,D,SA,Payroll/AP
4900004785,2026-08-23,2026-08-01,3000,,CC400,640000,1458.79,D,SA,Payroll/AP
4900004786,2026-08-24,2026-08-01,1000,,CC500,600000,106372.94,D,SA,Payroll/AP
4900004787,2026-08-21,2026-08-01,1000,,CC500,600100,22362.7,D,SA,Payroll/AP
4900004788,2026-08-14,2026-08-01,1000,,CC500,600200,7846.41,D,SA,Payroll/AP
4900004789,2026-08-08,2026-08-01,1000,,CC500,500000,552139.48,D,SA,Payroll/AP
4900004790,2026-08-11,2026-08-01,1000,,CC500,500100,228176.77,D,SA,Payroll/AP
4900004791,2026-08-08,2026-08-01,2000,,CC500,600000,58047.07,D,SA,Payroll/AP
4900004792,2026-08-14,2026-08-01,2000,,CC500,600100,12148.2,D,SA,Payroll/AP
4900004793,2026-08-24,2026-08-01,2000,,CC500,600200,4506.88,D,SA,Payroll/AP
4900004794,2026-08-11,2026-08-01,2000,,CC500,500000,295219.51,D,SA,Payroll/AP
4900004795,2026-08-09,2026-08-01,2000,,CC500,500100,123736.36,D,SA,Payroll/AP
4900004796,2026-08-27,2026-08-01,3000,,CC500,600000,28047.68,D,SA,Payroll/AP
4900004797,2026-08-03,2026-08-01,3000,,CC500,600100,5988.64,D,SA,Payroll/AP
4900004798,2026-08-19,2026-08-01,3000,,CC500,600200,2210.54,D,SA,Payroll/AP
4900004799,2026-08-12,2026-08-01,3000,,CC500,500000,130553.15,D,SA,Payroll/AP
4900004800,2026-08-04,2026-08-01,3000,,CC500,500100,51450.95,D,SA,Payroll/AP
4900004801,2026-09-17,2026-09-01,1000,,CC100,600000,294728.16,D,SA,Payroll/AP
4900004802,2026-09-22,2026-09-01,1000,,CC100,600100,59629.82,D,SA,Payroll/AP
4900004803,2026-09-02,2026-09-01,1000,,CC100,600200,21581.42,D,SA,Payroll/AP
4900004804,2026-09-06,2026-09-01,1000,,CC100,610000,110728.25,D,SA,Payroll/AP
4900004805,2026-09-08,2026-09-01,1000,,CC100,620000,17550.57,D,SA,Payroll/AP
4900004806,2026-09-26,2026-09-01,1000,,CC100,630000,15238.21,D,SA,Payroll/AP
4900004807,2026-09-17,2026-09-01,1000,,CC100,640000,11215.85,D,SA,Payroll/AP
4900004808,2026-09-02,2026-09-01,2000,,CC100,600000,158986.1,D,SA,Payroll/AP
4900004809,2026-09-13,2026-09-01,2000,,CC100,600100,32317.79,D,SA,Payroll/AP
4900004810,2026-09-03,2026-09-01,2000,,CC100,600200,12162.04,D,SA,Payroll/AP
4900004811,2026-09-15,2026-09-01,2000,,CC100,610000,71870.43,D,SA,Payroll/AP
4900004812,2026-09-28,2026-09-01,2000,,CC100,620000,8560.96,D,SA,Payroll/AP
4900004813,2026-09-10,2026-09-01,2000,,CC100,630000,7798.14,D,SA,Payroll/AP
4900004814,2026-09-25,2026-09-01,2000,,CC100,640000,6597.72,D,SA,Payroll/AP
4900004815,2026-09-28,2026-09-01,3000,,CC100,600000,77892.87,D,SA,Payroll/AP
4900004816,2026-09-10,2026-09-01,3000,,CC100,600100,16155.44,D,SA,Payroll/AP
4900004817,2026-09-11,2026-09-01,3000,,CC100,600200,5959.7,D,SA,Payroll/AP
4900004818,2026-09-03,2026-09-01,3000,,CC100,610000,31384.88,D,SA,Payroll/AP
4900004819,2026-09-18,2026-09-01,3000,,CC100,620000,4936.63,D,SA,Payroll/AP
4900004820,2026-09-15,2026-09-01,3000,,CC100,630000,4122.2,D,SA,Payroll/AP
4900004821,2026-09-01,2026-09-01,3000,,CC100,640000,2802.33,D,SA,Payroll/AP
4900004822,2026-09-12,2026-09-01,1000,,CC200,600000,570461.48,D,SA,Payroll/AP
