period,dim1,dim2,gl_account,line_type,budget_amount
2025-06-01,CC100,2000,640000,Opex,6159.69
2025-07-01,CC100,2000,640000,Opex,5789.46
2025-08-01,CC100,2000,640000,Opex,5366.33
2025-09-01,CC100,2000,640000,Opex,6011.8
2025-10-01,CC100,2000,640000,Opex,5386.71
2025-11-01,CC100,2000,640000,Opex,4972.45
2025-12-01,CC100,2000,640000,Opex,5371.91
2025-01-01,CC100,3000,600000,Opex,64763.22
2025-02-01,CC100,3000,600000,Opex,65151.21
2025-03-01,CC100,3000,600000,Opex,66884.9
2025-04-01,CC100,3000,600000,Opex,67031.34
2025-05-01,CC100,3000,600000,Opex,68798.41
2025-06-01,CC100,3000,600000,Opex,68683.73
2025-07-01,CC100,3000,600000,Opex,70254.32
2025-08-01,CC100,3000,600000,Opex,70195.9
2025-09-01,CC100,3000,600000,Opex,69919.4
2025-10-01,CC100,3000,600000,Opex,74495.55
2025-11-01,CC100,3000,600000,Opex,71279.01
2025-12-01,CC100,3000,600000,Opex,74190.38
2025-01-01,CC100,3000,600100,Opex,13617.93
2025-02-01,CC100,3000,600100,Opex,13767.42
2025-03-01,CC100,3000,600100,Opex,13634.47
2025-04-01,CC100,3000,600100,Opex,14567.97
2025-05-01,CC100,3000,600100,Opex,13878.47
2025-06-01,CC100,3000,600100,Opex,13755.27
2025-07-01,CC100,3000,600100,Opex,13920.16
2025-08-01,CC100,3000,600100,Opex,14569.8
2025-09-01,CC100,3000,600100,Opex,14782.05
2025-10-01,CC100,3000,600100,Opex,15227.26
2025-11-01,CC100,3000,600100,Opex,14547.83
2025-12-01,CC100,3000,600100,Opex,14968.81
2025-01-01,CC100,3000,600200,Opex,5015.79
2025-02-01,CC100,3000,600200,Opex,5171.99
2025-03-01,CC100,3000,600200,Opex,5159.44
2025-04-01,CC100,3000,600200,Opex,5075.24
2025-05-01,CC100,3000,600200,Opex,5184.62
2025-06-01,CC100,3000,600200,Opex,5221.34
2025-07-01,CC100,3000,600200,Opex,5445.59
2025-08-01,CC100,3000,600200,Opex,5255.73
2025-09-01,CC100,3000,600200,Opex,5331.09
2025-10-01,CC100,3000,600200,Opex,5484.48
2025-11-01,CC100,3000,600200,Opex,5480.89
2025-12-01,CC100,3000,600200,Opex,5671.29
2025-01-01,CC100,3000,610000,Opex,29496.02
2025-02-01,CC100,3000,610000,Opex,31124.63
2025-03-01,CC100,3000,610000,Opex,31905.8
2025-04-01,CC100,3000,610000,Opex,31154.2
2025-05-01,CC100,3000,610000,Opex,30762.61
2025-06-01,CC100,3000,610000,Opex,35003.45
2025-07-01,CC100,3000,610000,Opex,33993.64
2025-08-01,CC100,3000,610000,Opex,31561.13
2025-09-01,CC100,3000,610000,Opex,34622.68
2025-10-01,CC100,3000,610000,Opex,31806.57
2025-11-01,CC100,3000,610000,Opex,30620.46
2025-12-01,CC100,3000,610000,Opex,29097.11
2025-01-01,CC100,3000,620000,Opex,4450.34
2025-02-01,CC100,3000,620000,Opex,4536.04
2025-03-01,CC100,3000,620000,Opex,3678.71
2025-04-01,CC100,3000,620000,Opex,5254.16
2025-05-01,CC100,3000,620000,Opex,3903.52
2025-06-01,CC100,3000,620000,Opex,4381.12
2025-07-01,CC100,3000,620000,Opex,4119.99
2025-08-01,CC100,3000,620000,Opex,4056.72
2025-09-01,CC100,3000,620000,Opex,4619.82
2025-10-01,CC100,3000,620000,Opex,4579.26
2025-11-01,CC100,3000,620000,Opex,4370.12
2025-12-01,CC100,3000,620000,Opex,4735.65
2025-01-01,CC100,3000,630000,Opex,3378.02
2025-02-01,CC100,3000,630000,Opex,3558.15
2025-03-01,CC100,3000,630000,Opex,2649.8
2025-04-01,CC100,3000,630000,Opex,3498.28
2025-05-01,CC100,3000,630000,Opex,3123.31
2025-06-01,CC100,3000,630000,Opex,3365.19
2025-07-01,CC100,3000,630000,Opex,3581.91
2025-08-01,CC100,3000,630000,Opex,3667.68
2025-09-01,CC100,3000,630000,Opex,3834.43
2025-10-01,CC100,3000,630000,Opex,3524.01
2025-11-01,CC100,3000,630000,Opex,4007.13
2025-12-01,CC100,3000,630000,Opex,2632.89
2025-01-01,CC100,3000,640000,Opex,2421.4
2025-02-01,CC100,3000,640000,Opex,2374.84
2025-03-01,CC100,3000,640000,Opex,2437.67
2025-04-01,CC100,3000,640000,Opex,2572.09
2025-05-01,CC100,3000,640000,Opex,2806.34
2025-06-01,CC100,3000,640000,Opex,2713.02
2025-07-01,CC100,3000,640000,Opex,2859.15
2025-08-01,CC100,3000,640000,Opex,2442.11
2025-09-01,CC100,3000,640000,Opex,2404.7
2025-10-01,CC100,3000,640000,Opex,2822.01
2025-11-01,CC100,3000,640000,Opex,2467.67
2025-12-01,CC100,3000,640000,Opex,2764.73
2025-01-01,CC200,1000,600000,Opex,438768.23
2025-02-01,CC200,1000,600000,Opex,451882.95
2025-03-01,CC200,1000,600000,Opex,442811.14
2025-04-01,CC200,1000,600000,Opex,455296.38
2025-05-01,CC200,1000,600000,Opex,460989.05
2025-06-01,CC200,1000,600000,Opex,477634.44
2025-07-01,CC200,1000,600000,Opex,481745.18
2025-08-01,CC200,1000,600000,Opex,486996.6
2025-09-01,CC200,1000,600000,Opex,488134.54
2025-10-01,CC200,1000,600000,Opex,495452.41
2025-11-01,CC200,1000,600000,Opex,511399.56
2025-12-01,CC200,1000,600000,Opex,498445.59
2025-01-01,CC200,1000,600100,Opex,90042.08
2025-02-01,CC200,1000,600100,Opex,93371.22
2025-03-01,CC200,1000,600100,Opex,92159.95
2025-04-01,CC200,1000,600100,Opex,93727.23
2025-05-01,CC200,1000,600100,Opex,98075.39
2025-06-01,CC200,1000,600100,Opex,99170.63
2025-07-01,CC200,1000,600100,Opex,101364.49
2025-08-01,CC200,1000,600100,Opex,98712.86
2025-09-01,CC200,1000,600100,Opex,103173.12
2025-10-01,CC200,1000,600100,Opex,100862.79
2025-11-01,CC200,1000,600100,Opex,106985.91
2025-12-01,CC200,1000,600100,Opex,108241.08
2025-01-01,CC200,1000,600200,Opex,33575.24
2025-02-01,CC200,1000,600200,Opex,34982.42
2025-03-01,CC200,1000,600200,Opex,34811.62
2025-04-01,CC200,1000,600200,Opex,36243.52
2025-05-01,CC200,1000,600200,Opex,36630.39
2025-06-01,CC200,1000,600200,Opex,37429.87
2025-07-01,CC200,1000,600200,Opex,38972.44
2025-08-01,CC200,1000,600200,Opex,38261.42
2025-09-01,CC200,1000,600200,Opex,37508.07
2025-10-01,CC200,1000,600200,Opex,39180.57
2025-11-01,CC200,1000,600200,Opex,38763.68
2025-12-01,CC200,1000,600200,Opex,40250.67
2025-01-01,CC200,1000,620000,Opex,8930.72
2025-02-01,CC200,1000,620000,Opex,8918.43
2025-03-01,CC200,1000,620000,Opex,9013.9
2025-04-01,CC200,1000,620000,Opex,7563.0
2025-05-01,CC200,1000,620000,Opex,10157.14
2025-06-01,CC200,1000,620000,Opex,8718.01
2025-07-01,CC200,1000,620000,Opex,9585.93
2025-08-01,CC200,1000,620000,Opex,9478.49
2025-09-01,CC200,1000,620000,Opex,10369.02
2025-10-01,CC200,1000,620000,Opex,10540.88
2025-11-01,CC200,1000,620000,Opex,10946.54
2025-12-01,CC200,1000,620000,Opex,8968.36
2025-01-01,CC200,1000,630000,Opex,38441.86
2025-02-01,CC200,1000,630000,Opex,44986.45
2025-03-01,CC200,1000,630000,Opex,38887.69
2025-04-01,CC200,1000,630000,Opex,32051.41
2025-05-01,CC200,1000,630000,Opex,35035.99
2025-06-01,CC200,1000,630000,Opex,40911.91
2025-07-01,CC200,1000,630000,Opex,40002.91
2025-08-01,CC200,1000,630000,Opex,47847.2
2025-09-01,CC200,1000,630000,Opex,46671.6
2025-10-01,CC200,1000,630000,Opex,47990.61
2025-11-01,CC200,1000,630000,Opex,42412.89
2025-12-01,CC200,1000,630000,Opex,48398.06
2025-01-01,CC200,1000,640000,Opex,19616.53
2025-02-01,CC200,1000,640000,Opex,18451.76
2025-03-01,CC200,1000,640000,Opex,19993.04
2025-04-01,CC200,1000,640000,Opex,20342.07
2025-05-01,CC200,1000,640000,Opex,16917.71
2025-06-01,CC200,1000,640000,Opex,15776.21
2025-07-01,CC200,1000,640000,Opex,16036.9
2025-08-01,CC200,1000,640000,Opex,18441.7
2025-09-01,CC200,1000,640000,Opex,16503.11
2025-10-01,CC200,1000,640000,Opex,17793.01
2025-11-01,CC200,1000,640000,Opex,19131.4
2025-12-01,CC200,1000,640000,Opex,22831.42
2025-01-01,CC200,1000,660000,Opex,16662.9
2025-02-01,CC200,1000,660000,Opex,18153.26
2025-03-01,CC200,1000,660000,Opex,17719.68
2025-04-01,CC200,1000,660000,Opex,17402.33
2025-05-01,CC200,1000,660000,Opex,17257.02
2025-06-01,CC200,1000,660000,Opex,18424.72
2025-07-01,CC200,1000,660000,Opex,19277.85
2025-08-01,CC200,1000,660000,Opex,17516.95
2025-09-01,CC200,1000,660000,Opex,17938.54
2025-10-01,CC200,1000,660000,Opex,18738.28
2025-11-01,CC200,1000,660000,Opex,19772.9
2025-12-01,CC200,1000,660000,Opex,21548.6
2025-01-01,CC200,2000,600000,Opex,243197.28
2025-02-01,CC200,2000,600000,Opex,243910.05
2025-03-01,CC200,2000,600000,Opex,251330.68
2025-04-01,CC200,2000,600000,Opex,247874.38
2025-05-01,CC200,2000,600000,Opex,254310.75
2025-06-01,CC200,2000,600000,Opex,252312.11
2025-07-01,CC200,2000,600000,Opex,262767.46
2025-08-01,CC200,2000,600000,Opex,266660.08
2025-09-01,CC200,2000,600000,Opex,274329.81
2025-10-01,CC200,2000,600000,Opex,275797.76
2025-11-01,CC200,2000,600000,Opex,274546.82
2025-12-01,CC200,2000,600000,Opex,285823.96
2025-01-01,CC200,2000,600100,Opex,48872.32
2025-02-01,CC200,2000,600100,Opex,49176.46
2025-03-01,CC200,2000,600100,Opex,49761.52
2025-04-01,CC200,2000,600100,Opex,51890.01
2025-05-01,CC200,2000,600100,Opex,53141.97
2025-06-01,CC200,2000,600100,Opex,51763.3
2025-07-01,CC200,2000,600100,Opex,55724.96
2025-08-01,CC200,2000,600100,Opex,54974.07
2025-09-01,CC200,2000,600100,Opex,56354.41
2025-10-01,CC200,2000,600100,Opex,57212.42
2025-11-01,CC200,2000,600100,Opex,57472.92
2025-12-01,CC200,2000,600100,Opex,57285.15
2025-01-01,CC200,2000,600200,Opex,18883.19
2025-02-01,CC200,2000,600200,Opex,18711.05
2025-03-01,CC200,2000,600200,Opex,19492.35
2025-04-01,CC200,2000,600200,Opex,18617.66
2025-05-01,CC200,2000,600200,Opex,20055.14
2025-06-01,CC200,2000,600200,Opex,19926.16
2025-07-01,CC200,2000,600200,Opex,19763.0
2025-08-01,CC200,2000,600200,Opex,21717.65
2025-09-01,CC200,2000,600200,Opex,20580.88
2025-10-01,CC200,2000,600200,Opex,21094.14
2025-11-01,CC200,2000,600200,Opex,20875.18
2025-12-01,CC200,2000,600200,Opex,22074.27
2025-01-01,CC200,2000,620000,Opex,4819.08
2025-02-01,CC200,2000,620000,Opex,4625.24
2025-03-01,CC200,2000,620000,Opex,4262.19
2025-04-01,CC200,2000,620000,Opex,4152.66
2025-05-01,CC200,2000,620000,Opex,5638.59
2025-06-01,CC200,2000,620000,Opex,4572.25
2025-07-01,CC200,2000,620000,Opex,5949.54
2025-08-01,CC200,2000,620000,Opex,5673.28
2025-09-01,CC200,2000,620000,Opex,4936.77
2025-10-01,CC200,2000,620000,Opex,5173.41
2025-11-01,CC200,2000,620000,Opex,5172.18
2025-12-01,CC200,2000,620000,Opex,5067.61
2025-01-01,CC200,2000,630000,Opex,22321.02
2025-02-01,CC200,2000,630000,Opex,20269.57
2025-03-01,CC200,2000,630000,Opex,22109.3
2025-04-01,CC200,2000,630000,Opex,23474.77
2025-05-01,CC200,2000,630000,Opex,22457.26
2025-06-01,CC200,2000,630000,Opex,22976.09
2025-07-01,CC200,2000,630000,Opex,25332.68
2025-08-01,CC200,2000,630000,Opex,21398.23
2025-09-01,CC200,2000,630000,Opex,25767.62
2025-10-01,CC200,2000,630000,Opex,25746.26
2025-11-01,CC200,2000,630000,Opex,26600.21
2025-12-01,CC200,2000,630000,Opex,22395.59
2025-01-01,CC200,2000,640000,Opex,9126.16
2025-02-01,CC200,2000,640000,Opex,8752.4
2025-03-01,CC200,2000,640000,Opex,10187.91
2025-04-01,CC200,2000,640000,Opex,11562.8
2025-05-01,CC200,2000,640000,Opex,9282.96
2025-06-01,CC200,2000,640000,Opex,9927.49
2025-07-01,CC200,2000,640000,Opex,9538.17
2025-08-01,CC200,2000,640000,Opex,11828.73
2025-09-01,CC200,2000,640000,Opex,10707.67
2025-10-01,CC200,2000,640000,Opex,10009.11
2025-11-01,CC200,2000,640000,Opex,11108.98
2025-12-01,CC200,2000,640000,Opex,9902.2
2025-01-01,CC200,2000,660000,Opex,8500.57
2025-02-01,CC200,2000,660000,Opex,9014.25
2025-03-01,CC200,2000,660000,Opex,8806.0
2025-04-01,CC200,2000,660000,Opex,9707.4
2025-05-01,CC200,2000,660000,Opex,10731.28
2025-06-01,CC200,2000,660000,Opex,9781.05
2025-07-01,CC200,2000,660000,Opex,11164.85
2025-08-01,CC200,2000,660000,Opex,10462.78
2025-09-01,CC200,2000,660000,Opex,9909.62
2025-10-01,CC200,2000,660000,Opex,10445.53
2025-11-01,CC200,2000,660000,Opex,10225.37
2025-12-01,CC200,2000,660000,Opex,10506.58
2025-01-01,CC200,3000,600000,Opex,117224.37
2025-02-01,CC200,3000,600000,Opex,121871.53
2025-03-01,CC200,3000,600000,Opex,126151.1
2025-04-01,CC200,3000,600000,Opex,123957.03
2025-05-01,CC200,3000,600000,Opex,130860.16
2025-06-01,CC200,3000,600000,Opex,126257.74
2025-07-01,CC200,3000,600000,Opex,129364.8
2025-08-01,CC200,3000,600000,Opex,138851.79
2025-09-01,CC200,3000,600000,Opex,130341.08
2025-10-01,CC200,3000,600000,Opex,135155.5
2025-11-01,CC200,3000,600000,Opex,136287.01
2025-12-01,CC200,3000,600000,Opex,137331.69
2025-01-01,CC200,3000,600100,Opex,24012.99
2025-02-01,CC200,3000,600100,Opex,24201.57
2025-03-01,CC200,3000,600100,Opex,25652.34
2025-04-01,CC200,3000,600100,Opex,25987.73
2025-05-01,CC200,3000,600100,Opex,26372.61
2025-06-01,CC200,3000,600100,Opex,26856.56
2025-07-01,CC200,3000,600100,Opex,26653.38
2025-08-01,CC200,3000,600100,Opex,27719.43
2025-09-01,CC200,3000,600100,Opex,28023.6
2025-10-01,CC200,3000,600100,Opex,28044.94
2025-11-01,CC200,3000,600100,Opex,28765.45
2025-12-01,CC200,3000,600100,Opex,29482.7
2025-01-01,CC200,3000,600200,Opex,9251.52
2025-02-01,CC200,3000,600200,Opex,9473.07
2025-03-01,CC200,3000,600200,Opex,9375.5
2025-04-01,CC200,3000,600200,Opex,9666.8
2025-05-01,CC200,3000,600200,Opex,9713.28
2025-06-01,CC200,3000,600200,Opex,10099.92
2025-07-01,CC200,3000,600200,Opex,10279.84
2025-08-01,CC200,3000,600200,Opex,10398.3
2025-09-01,CC200,3000,600200,Opex,10109.26
2025-10-01,CC200,3000,600200,Opex,10227.28
2025-11-01,CC200,3000,600200,Opex,10935.22
2025-12-01,CC200,3000,600200,Opex,10736.16
2025-01-01,CC200,3000,620000,Opex,2453.43
2025-02-01,CC200,3000,620000,Opex,2513.67
2025-03-01,CC200,3000,620000,Opex,2103.03
2025-04-01,CC200,3000,620000,Opex,2851.67
2025-05-01,CC200,3000,620000,Opex,2571.49
2025-06-01,CC200,3000,620000,Opex,2103.55
2025-07-01,CC200,3000,620000,Opex,2532.94
2025-08-01,CC200,3000,620000,Opex,2862.33
2025-09-01,CC200,3000,620000,Opex,2786.16
2025-10-01,CC200,3000,620000,Opex,2570.95
2025-11-01,CC200,3000,620000,Opex,2111.36
2025-12-01,CC200,3000,620000,Opex,2206.81
2025-01-01,CC200,3000,630000,Opex,12627.33
2025-02-01,CC200,3000,630000,Opex,11006.3
2025-03-01,CC200,3000,630000,Opex,10170.32
2025-04-01,CC200,3000,630000,Opex,10550.42
2025-05-01,CC200,3000,630000,Opex,10561.82
2025-06-01,CC200,3000,630000,Opex,9412.94
2025-07-01,CC200,3000,630000,Opex,11334.0
2025-08-01,CC200,3000,630000,Opex,11973.72
2025-09-01,CC200,3000,630000,Opex,12291.27
2025-10-01,CC200,3000,630000,Opex,11708.42
2025-11-01,CC200,3000,630000,Opex,11658.14
2025-12-01,CC200,3000,630000,Opex,13034.52
2025-01-01,CC200,3000,640000,Opex,5641.78
2025-02-01,CC200,3000,640000,Opex,4331.04
2025-03-01,CC200,3000,640000,Opex,5311.15
2025-04-01,CC200,3000,640000,Opex,5067.26
2025-05-01,CC200,3000,640000,Opex,5194.37
2025-06-01,CC200,3000,640000,Opex,4487.64
2025-07-01,CC200,3000,640000,Opex,5030.11
2025-08-01,CC200,3000,640000,Opex,5790.24
2025-09-01,CC200,3000,640000,Opex,5080.47
2025-10-01,CC200,3000,640000,Opex,5126.76
2025-11-01,CC200,3000,640000,Opex,5581.05
2025-12-01,CC200,3000,640000,Opex,5088.25
2025-01-01,CC200,3000,660000,Opex,4728.08
2025-02-01,CC200,3000,660000,Opex,4937.51
2025-03-01,CC200,3000,660000,Opex,5165.97
2025-04-01,CC200,3000,660000,Opex,4785.43
2025-05-01,CC200,3000,660000,Opex,5282.39
2025-06-01,CC200,3000,660000,Opex,4786.72
2025-07-01,CC200,3000,660000,Opex,4568.04
2025-08-01,CC200,3000,660000,Opex,4997.61
2025-09-01,CC200,3000,660000,Opex,5139.13
2025-10-01,CC200,3000,660000,Opex,5213.37
2025-11-01,CC200,3000,660000,Opex,5180.45
2025-12-01,CC200,3000,660000,Opex,5468.87
2025-01-01,CC300,1000,600000,Opex,83893.48
2025-02-01,CC300,1000,600000,Opex,84421.03
2025-03-01,CC300,1000,600000,Opex,87498.75
2025-04-01,CC300,1000,600000,Opex,90590.15
2025-05-01,CC300,1000,600000,Opex,90669.85
2025-06-01,CC300,1000,600000,Opex,89556.65
2025-07-01,CC300,1000,600000,Opex,90730.3
2025-08-01,CC300,1000,600000,Opex,88558.25
2025-09-01,CC300,1000,600000,Opex,91406.66
2025-10-01,CC300,1000,600000,Opex,92103.68
2025-11-01,CC300,1000,600000,Opex,93220.09
2025-12-01,CC300,1000,600000,Opex,89084.41
2025-01-01,CC300,1000,600100,Opex,17658.21
2025-02-01,CC300,1000,600100,Opex,17619.46
2025-03-01,CC300,1000,600100,Opex,18511.06
2025-04-01,CC300,1000,600100,Opex,17845.06
2025-05-01,CC300,1000,600100,Opex,17808.16
2025-06-01,CC300,1000,600100,Opex,17867.79
2025-07-01,CC300,1000,600100,Opex,18359.69
2025-08-01,CC300,1000,600100,Opex,18582.35
2025-09-01,CC300,1000,600100,Opex,19150.72
2025-10-01,CC300,1000,600100,Opex,19097.82
2025-11-01,CC300,1000,600100,Opex,18785.84
2025-12-01,CC300,1000,600100,Opex,18974.31
2025-01-01,CC300,1000,600200,Opex,6589.01
2025-02-01,CC300,1000,600200,Opex,6606.44
2025-03-01,CC300,1000,600200,Opex,6809.08
2025-04-01,CC300,1000,600200,Opex,6738.17
2025-05-01,CC300,1000,600200,Opex,7029.89
2025-06-01,CC300,1000,600200,Opex,6773.27
2025-07-01,CC300,1000,600200,Opex,6912.33
2025-08-01,CC300,1000,600200,Opex,6884.83
2025-09-01,CC300,1000,600200,Opex,7125.35
2025-10-01,CC300,1000,600200,Opex,7217.73
2025-11-01,CC300,1000,600200,Opex,7040.84
2025-12-01,CC300,1000,600200,Opex,6930.16
2025-01-01,CC300,1000,630000,Opex,4387.95
2025-02-01,CC300,1000,630000,Opex,4844.13
2025-03-01,CC300,1000,630000,Opex,4320.79
2025-04-01,CC300,1000,630000,Opex,5259.41
2025-05-01,CC300,1000,630000,Opex,4413.78
2025-06-01,CC300,1000,630000,Opex,4695.68
2025-07-01,CC300,1000,630000,Opex,4069.32
2025-08-01,CC300,1000,630000,Opex,5241.72
2025-09-01,CC300,1000,630000,Opex,4940.04
2025-10-01,CC300,1000,630000,Opex,4160.1
2025-11-01,CC300,1000,630000,Opex,4923.26
2025-12-01,CC300,1000,630000,Opex,5183.01
2025-01-01,CC300,1000,640000,Opex,3189.22
2025-02-01,CC300,1000,640000,Opex,3289.8
2025-03-01,CC300,1000,640000,Opex,3371.27
2025-04-01,CC300,1000,640000,Opex,3556.93
2025-05-01,CC300,1000,640000,Opex,3528.65
2025-06-01,CC300,1000,640000,Opex,3474.17
2025-07-01,CC300,1000,640000,Opex,3774.45
2025-08-01,CC300,1000,640000,Opex,3338.41
2025-09-01,CC300,1000,640000,Opex,2995.53
2025-10-01,CC300,1000,640000,Opex,3177.24
2025-11-01,CC300,1000,640000,Opex,3520.41
2025-12-01,CC300,1000,640000,Opex,3600.25
2025-01-01,CC300,1000,650000,Opex,15697.16
2025-02-01,CC300,1000,650000,Opex,15197.51
2025-03-01,CC300,1000,650000,Opex,18168.91
2025-04-01,CC300,1000,650000,Opex,17985.27
2025-05-01,CC300,1000,650000,Opex,15494.67
2025-06-01,CC300,1000,650000,Opex,15519.28
2025-07-01,CC300,1000,650000,Opex,19972.53
2025-08-01,CC300,1000,650000,Opex,17380.84
2025-09-01,CC300,1000,650000,Opex,18254.23
2025-10-01,CC300,1000,650000,Opex,16581.85
2025-11-01,CC300,1000,650000,Opex,16740.22
2025-12-01,CC300,1000,650000,Opex,21352.78
2025-01-01,CC300,1000,660000,Opex,3015.98
2025-02-01,CC300,1000,660000,Opex,3310.45
2025-03-01,CC300,1000,660000,Opex,3434.08
2025-04-01,CC300,1000,660000,Opex,3381.03
2025-05-01,CC300,1000,660000,Opex,3786.02
2025-06-01,CC300,1000,660000,Opex,3325.74
2025-07-01,CC300,1000,660000,Opex,3441.91
2025-08-01,CC300,1000,660000,Opex,3490.9
2025-09-01,CC300,1000,660000,Opex,3672.88
2025-10-01,CC300,1000,660000,Opex,3460.42
2025-11-01,CC300,1000,660000,Opex,3186.12
2025-12-01,CC300,1000,660000,Opex,3787.67
2025-01-01,CC300,2000,600000,Opex,48411.71
2025-02-01,CC300,2000,600000,Opex,45890.3
2025-03-01,CC300,2000,600000,Opex,47777.63
2025-04-01,CC300,2000,600000,Opex,48864.09
2025-05-01,CC300,2000,600000,Opex,52020.84
2025-06-01,CC300,2000,600000,Opex,49258.19
2025-07-01,CC300,2000,600000,Opex,48919.27
2025-08-01,CC300,2000,600000,Opex,50212.72
2025-09-01,CC300,2000,600000,Opex,50882.06
2025-10-01,CC300,2000,600000,Opex,50023.55
2025-11-01,CC300,2000,600000,Opex,48348.46
2025-12-01,CC300,2000,600000,Opex,49745.25
2025-01-01,CC300,2000,600100,Opex,9574.34
2025-02-01,CC300,2000,600100,Opex,9931.04
2025-03-01,CC300,2000,600100,Opex,10149.18
2025-04-01,CC300,2000,600100,Opex,9772.88
2025-05-01,CC300,2000,600100,Opex,10167.99
2025-06-01,CC300,2000,600100,Opex,9958.55
2025-07-01,CC300,2000,600100,Opex,10250.7
2025-08-01,CC300,2000,600100,Opex,10462.68
2025-09-01,CC300,2000,600100,Opex,10101.37
2025-10-01,CC300,2000,600100,Opex,10174.83
2025-11-01,CC300,2000,600100,Opex,10231.2
2025-12-01,CC300,2000,600100,Opex,10492.67
2025-01-01,CC300,2000,600200,Opex,3686.66
2025-02-01,CC300,2000,600200,Opex,3586.26
2025-03-01,CC300,2000,600200,Opex,3711.88
2025-04-01,CC300,2000,600200,Opex,3804.28
2025-05-01,CC300,2000,600200,Opex,3753.49
2025-06-01,CC300,2000,600200,Opex,3755.22
2025-07-01,CC300,2000,600200,Opex,3809.93
2025-08-01,CC300,2000,600200,Opex,3684.67
2025-09-01,CC300,2000,600200,Opex,3847.77
2025-10-01,CC300,2000,600200,Opex,3774.79
2025-11-01,CC300,2000,600200,Opex,3919.4
2025-12-01,CC300,2000,600200,Opex,3908.0
2025-01-01,CC300,2000,630000,Opex,2221.17
2025-02-01,CC300,2000,630000,Opex,2519.6
2025-03-01,CC300,2000,630000,Opex,2251.63
2025-04-01,CC300,2000,630000,Opex,2392.6
2025-05-01,CC300,2000,630000,Opex,2734.47
2025-06-01,CC300,2000,630000,Opex,2854.57
2025-07-01,CC300,2000,630000,Opex,2767.05
2025-08-01,CC300,2000,630000,Opex,2626.37
2025-09-01,CC300,2000,630000,Opex,2543.09
2025-10-01,CC300,2000,630000,Opex,2630.36
2025-11-01,CC300,2000,630000,Opex,2459.84
2025-12-01,CC300,2000,630000,Opex,2925.13
2025-01-01,CC300,2000,640000,Opex,1370.36
2025-02-01,CC300,2000,640000,Opex,2088.89
2025-03-01,CC300,2000,640000,Opex,1394.7
2025-04-01,CC300,2000,640000,Opex,1791.07
2025-05-01,CC300,2000,640000,Opex,1823.23
2025-06-01,CC300,2000,640000,Opex,1642.52
2025-07-01,CC300,2000,640000,Opex,1829.41
2025-08-01,CC300,2000,640000,Opex,2160.52
2025-09-01,CC300,2000,640000,Opex,1997.87
2025-10-01,CC300,2000,640000,Opex,2052.92
2025-11-01,CC300,2000,640000,Opex,1839.73
2025-12-01,CC300,2000,640000,Opex,2088.78
2025-01-01,CC300,2000,650000,Opex,11075.23
2025-02-01,CC300,2000,650000,Opex,9248.61
2025-03-01,CC300,2000,650000,Opex,9161.61
2025-04-01,CC300,2000,650000,Opex,10226.21
2025-05-01,CC300,2000,650000,Opex,9921.61
2025-06-01,CC300,2000,650000,Opex,11018.97
2025-07-01,CC300,2000,650000,Opex,10000.31
2025-08-01,CC300,2000,650000,Opex,9059.93
2025-09-01,CC300,2000,650000,Opex,9628.6
2025-10-01,CC300,2000,650000,Opex,9246.2
2025-11-01,CC300,2000,650000,Opex,7041.88
2025-12-01,CC300,2000,650000,Opex,9988.03
2025-01-01,CC300,2000,660000,Opex,1808.31
2025-02-01,CC300,2000,660000,Opex,1718.37
2025-03-01,CC300,2000,660000,Opex,1857.28
2025-04-01,CC300,2000,660000,Opex,1904.4
2025-05-01,CC300,2000,660000,Opex,2052.71
2025-06-01,CC300,2000,660000,Opex,1966.19
2025-07-01,CC300,2000,660000,Opex,1834.17
2025-08-01,CC300,2000,660000,Opex,1881.58
2025-09-01,CC300,2000,660000,Opex,2071.68
2025-10-01,CC300,2000,660000,Opex,1883.62
2025-11-01,CC300,2000,660000,Opex,2076.73
2025-12-01,CC300,2000,660000,Opex,1974.32
2025-01-01,CC300,3000,600000,Opex,23946.63
2025-02-01,CC300,3000,600000,Opex,22065.58
2025-03-01,CC300,3000,600000,Opex,25553.7
2025-04-01,CC300,3000,600000,Opex,24218.99
2025-05-01,CC300,3000,600000,Opex,24600.03
2025-06-01,CC300,3000,600000,Opex,24940.58
2025-07-01,CC300,3000,600000,Opex,24063.43
2025-08-01,CC300,3000,600000,Opex,23726.99
2025-09-01,CC300,3000,600000,Opex,26112.12
2025-10-01,CC300,3000,600000,Opex,24557.6
2025-11-01,CC300,3000,600000,Opex,25475.16
2025-12-01,CC300,3000,600000,Opex,24878.1
2025-01-01,CC300,3000,600100,Opex,4994.55
2025-02-01,CC300,3000,600100,Opex,4834.9
2025-03-01,CC300,3000,600100,Opex,5078.97
2025-04-01,CC300,3000,600100,Opex,5005.14
2025-05-01,CC300,3000,600100,Opex,5073.05
2025-06-01,CC300,3000,600100,Opex,4918.7
2025-07-01,CC300,3000,600100,Opex,4962.3
2025-08-01,CC300,3000,600100,Opex,5119.55
2025-09-01,CC300,3000,600100,Opex,5105.3
2025-10-01,CC300,3000,600100,Opex,4985.27
2025-11-01,CC300,3000,600100,Opex,5306.57
2025-12-01,CC300,3000,600100,Opex,5176.55
2025-01-01,CC300,3000,600200,Opex,1758.03
2025-02-01,CC300,3000,600200,Opex,1871.49
